,Index,Coding Question #,Question Identifier,Question Type,Question Label,Question Text,Question Response,Answer Value,Median Confidence,Median Blur,Median Focus,FMW
21,6,coding11_q6,v2.4_2020.1,singleselect,Notice - Withdrawal of Consent (GDPR),"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",[ 0 ] - no,0,-1,-1.0,-1.0,False
22,6,coding11_q6,v2.4_2020.1,singleselect,Notice - Withdrawal of Consent (GDPR),"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")","[ 1 ] - yes, and the clause provides an existence of the right and a summary of what that right involves",1,-1,143984.0,423369.0,False
23,6,coding11_q6,v2.4_2020.1,singleselect,Notice - Withdrawal of Consent (GDPR),"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")","[ 2 ] - yes, but the clause offers only incomplete information about the right (e.g., by giving no detail about what that right involves, or it tells consumers they can withdraw consent but does not explain how to exercise it)",2,-1,-1.0,-1.0,False
24,7,coding11_q7,v3_2020,singleselect,Notice - Access,"Is there layered notice or short notice? (i.e., are the key PP terms giving users the gist of the contract summarized on top of the document or somewhere noticeable? Table of Contents does not qualify)",[ 0 ] - no,0,-1,-1.0,-1.0,False
25,7,coding11_q7,v3_2020,singleselect,Notice - Access,"Is there layered notice or short notice? (i.e., are the key PP terms giving users the gist of the contract summarized on top of the document or somewhere noticeable? Table of Contents does not qualify)",[ 1 ] - yes,1,-1,181905.0,73249.0,False
26,8,coding11_q8,v10.1_2020,singleselect,Notice - Type of Data Collected,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",[ 0 ] - no,0,-1,-1.0,-1.0,False
27,8,coding11_q8,v10.1_2020,singleselect,Notice - Type of Data Collected,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",[ 1 ] - yes,1,-1,45188.0,141544.0,False
28,9,coding11_q9,v10.2_2020.1,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ 0 ] - no,0,-1,-1.0,-1.0,False
29,9,coding11_q9,v10.2_2020.1,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ 1 ] - yes,1,-1,54873.0,94764.0,False
30,9,coding11_q9,v10.2_2020.1,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ DND ] - 'does not disclose',DND,-1,-1.0,-1.0,False
31,10,coding11_q10,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 0 ] - no,0,-1,-1.0,-1.0,False
32,10,coding11_q10,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 1 ] - yes,1,-1,346041.0,69837.0,False
33,10,coding11_q10,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ DND ] - 'does not disclose',DND,-1,-1.0,-1.0,False
34,11,coding11_q11,v12_2020.1,singleselect,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",[ 0 ] - no,0,-1,-1.0,-1.0,False
35,11,coding11_q11,v12_2020.1,singleselect,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",[ 1 ] - yes,1,-1,-1.0,-1.0,False
36,11,coding11_q11,v12_2020.1,singleselect,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

","[ 2 ] - yes, but there are other terms in the policy that conflict with such commitment",2,-1,93192.0,68282.0,False
37,12,coding11_q12,v13_2020.1,multiselect,Notice - Use of Data,"Company commits to use PII (personally identifiable information) data only for stated context specific purposes. These are purposes that a user would expect in the context of the service provided.  E.g., what you post to a message board must be made public for a message board to work)?",[ 0 ] - no,0,-1,-1.0,-1.0,False
38,12,coding11_q12,v13_2020.1,multiselect,Notice - Use of Data,"Company commits to use PII (personally identifiable information) data only for stated context specific purposes. These are purposes that a user would expect in the context of the service provided.  E.g., what you post to a message board must be made public for a message board to work)?",[ 1 ] - yes,1,-1,49450.0,83800.0,False
39,12,coding11_q12,v13_2020.1,multiselect,Notice - Use of Data,"Company commits to use PII (personally identifiable information) data only for stated context specific purposes. These are purposes that a user would expect in the context of the service provided.  E.g., what you post to a message board must be made public for a message board to work)?","[ 2 ] - yes, but there are other terms in the policy that conflict with such commitment",2,-1,-1.0,-1.0,False
40,13,coding11_q13,v17_2020,singleselect,Notice - 3rd parties,Third party tracking: site allows third parties to place advertisements that may track user behavior?,[ 0 ] - no,0,-1,-1.0,-1.0,False
41,13,coding11_q13,v17_2020,singleselect,Notice - 3rd parties,Third party tracking: site allows third parties to place advertisements that may track user behavior?,[ 1 ] - yes,1,-1,3273723.0,565758.0,False
42,13,coding11_q13,v17_2020,singleselect,Notice - 3rd parties,Third party tracking: site allows third parties to place advertisements that may track user behavior?,[ DND ] - 'does not disclose',DND,-1,-1.0,-1.0,False
43,14,coding11_q14,v18_2020,multiselect,Notice - 3rd parties,PP identifies third party recipients of shared or sold data? (General question),"[ 0 ] - gen'l ID (""trusted 3rd parties"")",0,-1,38257.0,82012.0,False
44,14,coding11_q14,v18_2020,multiselect,Notice - 3rd parties,PP identifies third party recipients of shared or sold data? (General question),[ 1 ] - specific/named entity or named category of third party,1,-1,-1.0,-1.0,False
45,14,coding11_q14,v18_2020,multiselect,Notice - 3rd parties,PP identifies third party recipients of shared or sold data? (General question),[ DND ] - Does not disclose,DND,-1,-1.0,-1.0,False
46,15,coding11_q15,v19_2020,singleselect,Notice - 3rd parties,"PP defines words such as ""affiliates"" or ""third parties"" if it uses them? (i.e.. the policy includes definitions of what it means by these categories; examples are not enough to classify as a definition)",[ 0 ] - no,0,-1,48595.0,66187.0,False
47,15,coding11_q15,v19_2020,singleselect,Notice - 3rd parties,"PP defines words such as ""affiliates"" or ""third parties"" if it uses them? (i.e.. the policy includes definitions of what it means by these categories; examples are not enough to classify as a definition)",[ 1 ] - yes,1,-1,-1.0,-1.0,False
48,15,coding11_q15,v19_2020,singleselect,Notice - 3rd parties,"PP defines words such as ""affiliates"" or ""third parties"" if it uses them? (i.e.. the policy includes definitions of what it means by these categories; examples are not enough to classify as a definition)",[ . ] - n/a,.,-1,-1.0,-1.0,False
49,16,coding11_q16,v20_2020.1,singleselect,Sharing - privacy practices,"Are affiliates and/or subsidiaries (specifically) bound by the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?",[ 0 ] - no,0,-1,-1.0,-1.0,False
50,16,coding11_q16,v20_2020.1,singleselect,Sharing - privacy practices,"Are affiliates and/or subsidiaries (specifically) bound by the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?",[ 1 ] - yes,1,-1,368201.0,176604.0,False
51,16,coding11_q16,v20_2020.1,singleselect,Sharing - privacy practices,"Are affiliates and/or subsidiaries (specifically) bound by the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?",[ DND ] - does not disclose,DND,-1,-1.0,-1.0,False
52,16,coding11_q16,v20_2020.1,singleselect,Sharing - privacy practices,"Are affiliates and/or subsidiaries (specifically) bound by the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?",[ . ] - n/a,.,-1,-1.0,-1.0,False
53,17,coding11_q17,v21_2020.1,singleselect,Sharing - privacy practices,"Are contractors/service providers (under CCPA)/processors (under GDPR)  (e.g., payment process companies) bound by either the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?  (CCPA, GDPR compliance requirement)",[ 0 ] - no,0,-1,-1.0,-1.0,False
54,17,coding11_q17,v21_2020.1,singleselect,Sharing - privacy practices,"Are contractors/service providers (under CCPA)/processors (under GDPR)  (e.g., payment process companies) bound by either the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?  (CCPA, GDPR compliance requirement)",[ 1 ] - yes,1,-1,95124.0,20170.0,False
55,17,coding11_q17,v21_2020.1,singleselect,Sharing - privacy practices,"Are contractors/service providers (under CCPA)/processors (under GDPR)  (e.g., payment process companies) bound by either the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?  (CCPA, GDPR compliance requirement)",[ DND ] - does not disclose,DND,-1,-1.0,-1.0,False
56,17,coding11_q17,v21_2020.1,singleselect,Sharing - privacy practices,"Are contractors/service providers (under CCPA)/processors (under GDPR)  (e.g., payment process companies) bound by either the same privacy policy, confidentiality agreements, or have a contract with firm outlining how data will be used and secured?  (CCPA, GDPR compliance requirement)",[ . ] - n/a,.,-1,-1.0,-1.0,False
57,18,coding11_q18,v22_2020.1,singleselect,Sharing - privacy practices,Are third parties bound by the same privacy policy?,[ 0 ] - no,0,-1,-1.0,-1.0,False
58,18,coding11_q18,v22_2020.1,singleselect,Sharing - privacy practices,Are third parties bound by the same privacy policy?,[ 1 ] - yes,1,-1,18316.0,128041.0,False
59,18,coding11_q18,v22_2020.1,singleselect,Sharing - privacy practices,Are third parties bound by the same privacy policy?,[ DND ] - does not disclose,DND,-1,-1.0,-1.0,False
60,18,coding11_q18,v22_2020.1,singleselect,Sharing - privacy practices,Are third parties bound by the same privacy policy?,"[ . ] - n/a [this would be applicable if, for example, the company did not share information with third parties]",.,-1,-1.0,-1.0,False
61,19,coding11_q19,v27_2020.1,singleselect,Sharing - 3rd Parties,Entity performs due diligence to ensure legitimacy of 3rd parties that have access to data?,[ 0 ] - no,0,-1,-1.0,-1.0,False
62,19,coding11_q19,v27_2020.1,singleselect,Sharing - 3rd Parties,Entity performs due diligence to ensure legitimacy of 3rd parties that have access to data?,[ 1 ] - yes,1,-1,-1.0,-1.0,False
63,19,coding11_q19,v27_2020.1,singleselect,Sharing - 3rd Parties,Entity performs due diligence to ensure legitimacy of 3rd parties that have access to data?,[ DND ] - does not disclose,DND,-1,10521.0,16649.0,False
64,20,coding11_q20,v28_2020,singleselect,Sharing - 3rd Parties,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,[ 0 ] - no,0,-1,-1.0,-1.0,False
65,20,coding11_q20,v28_2020,singleselect,Sharing - 3rd Parties,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,[ 1 ] - yes,1,-1,-1.0,-1.0,False
66,20,coding11_q20,v28_2020,singleselect,Sharing - 3rd Parties,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,[ DND ] - does not disclose,DND,-1,54156.0,25696.0,False
67,20,coding11_q20,v28_2020,singleselect,Sharing - 3rd Parties,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,[ . ] - n/a,.,-1,-1.0,-1.0,False
68,21,coding11_q21,v29_2020,singleselect,Sharing - 3rd Parties,"PP provides links to relevant 3rd parties' PP's? (sometimes the PP includes links to third party privacy policies, usually when it states that any engagement with third parties will be governed by third party privacy policies",[ 0 ] - no,0,-1,0.0,15701.0,False
69,21,coding11_q21,v29_2020,singleselect,Sharing - 3rd Parties,"PP provides links to relevant 3rd parties' PP's? (sometimes the PP includes links to third party privacy policies, usually when it states that any engagement with third parties will be governed by third party privacy policies",[ 1 ] - yes,1,-1,-1.0,-1.0,False
70,21,coding11_q21,v29_2020,singleselect,Sharing - 3rd Parties,"PP provides links to relevant 3rd parties' PP's? (sometimes the PP includes links to third party privacy policies, usually when it states that any engagement with third parties will be governed by third party privacy policies",[ . ] - n/a (in cases where there are no relationships with third parties of any sort),.,-1,-1.0,-1.0,False
71,22,coding11_q22,v31_2020,multiselect,Sharing - Consent,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 0 ] - mandatory or does not disclose,0,-1,-1.0,-1.0,False
72,22,coding11_q22,v31_2020,multiselect,Sharing - Consent,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?","[ 1 ] - opt-out  [The default is for the user to share PII with third parties, but the PP gives the user the opportunity to opt out]",1,-1,-1.0,-1.0,False
73,22,coding11_q22,v31_2020,multiselect,Sharing - Consent,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ 2 ] - opt-in [User must consent before data can be shared with or collected/used by third party],2,-1,2669593.0,937956.0,False
74,22,coding11_q22,v31_2020,multiselect,Sharing - Consent,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",[ . ] - N/A (applicable if firm does not engage in this practice),.,-1,-1.0,-1.0,False
75,23,coding11_q23,v32_2020,singleselect,Notice - Change of Terms,PP has a Change of Terms (COT) provision that explicitly or implicitly allows entity to change agreement?,[ 0 ] - no,0,-1,-1.0,-1.0,False
76,23,coding11_q23,v32_2020,singleselect,Notice - Change of Terms,PP has a Change of Terms (COT) provision that explicitly or implicitly allows entity to change agreement?,[ 1 ] - yes,1,-1,16947.0,36778.0,False
77,24,coding11_q24,v35_2020,singleselect,Notice - Change of Terms,PP requires user to explicitly assent to material changes?,[ 0 ] - no/ does't say,0,-1,0.0,22470.0,False
78,24,coding11_q24,v35_2020,singleselect,Notice - Change of Terms,PP requires user to explicitly assent to material changes?,[ 1 ] - yes,1,-1,-1.0,-1.0,False
79,24,coding11_q24,v35_2020,singleselect,Notice - Change of Terms,PP requires user to explicitly assent to material changes?,[ . ] - N/A,.,-1,-1.0,-1.0,False
80,25,coding11_q25,v36_2020,singleselect,Notice - Change of Terms,PP states that material changes are retroactive?,[ 0 ] - no,0,-1,-1.0,-1.0,False
81,25,coding11_q25,v36_2020,singleselect,Notice - Change of Terms,PP states that material changes are retroactive?,[ 1 ] - yes (applies to data made before the change),1,-1,0.0,30604.0,False
82,27,coding11_q27,v36.2_2020.1(0),breakout-option,['[ 0 ] - no opportunity for express consent'],['[ 0 ] - no opportunity for express consent'],SELECT THIS FIELD,1,-1,-1.0,-1.0,False
83,27,coding11_q27,v36.2_2020.1(0),breakout-option,['[ 0 ] - no opportunity for express consent'],['[ 0 ] - no opportunity for express consent'],(unselect),0,-1,0.0,81542.0,False
84,28,coding11_q28,v36.2_2020.1(1),breakout-option,['[ 1 ] - when using consumer data in a materially different manner than claimed when the data was collected (FTC 2012 guidelines)'],['[ 1 ] - when using consumer data in a materially different manner than claimed when the data was collected (FTC 2012 guidelines)'],SELECT THIS FIELD,1,-1,-1.0,-1.0,False
85,28,coding11_q28,v36.2_2020.1(1),breakout-option,['[ 1 ] - when using consumer data in a materially different manner than claimed when the data was collected (FTC 2012 guidelines)'],['[ 1 ] - when using consumer data in a materially different manner than claimed when the data was collected (FTC 2012 guidelines)'],(unselect),0,-1,-1.0,-1.0,False
86,29,coding11_q29,v36.2_2020.1(2),breakout-option,['[ 2 ] - for material terms'],['[ 2 ] - for material terms'],SELECT THIS FIELD,1,-1,-1.0,-1.0,False
87,29,coding11_q29,v36.2_2020.1(2),breakout-option,['[ 2 ] - for material terms'],['[ 2 ] - for material terms'],(unselect),0,-1,-1.0,-1.0,False
88,30,coding11_q30,v36.2_2020.1(3),breakout-option,['[ 3 ] - for any changes'],['[ 3 ] - for any changes'],SELECT THIS FIELD,1,-1,-1.0,-1.0,False
89,30,coding11_q30,v36.2_2020.1(3),breakout-option,['[ 3 ] - for any changes'],['[ 3 ] - for any changes'],(unselect),0,-1,-1.0,-1.0,False
90,31,coding11_q31,v36.2_2020.1(4),breakout-option,['[ 4 ] - other'],['[ 4 ] - other'],SELECT THIS FIELD,1,-1,-1.0,-1.0,False
91,31,coding11_q31,v36.2_2020.1(4),breakout-option,['[ 4 ] - other'],['[ 4 ] - other'],(unselect),0,-1,-1.0,-1.0,False
92,32,coding11_q32,v37_2020,singleselect,User Control - Accuracy,Can users can adjust privacy settings?  [Double check on the website; directing user to control cookies via browser setting doesn't count],[ 0 ] - no,0,-1,-1.0,-1.0,False
93,32,coding11_q32,v37_2020,singleselect,User Control - Accuracy,Can users can adjust privacy settings?  [Double check on the website; directing user to control cookies via browser setting doesn't count],[ 1 ] - yes,1,-1,283244.0,127019.0,False
94,33,coding11_q33,v38_2020.1,singleselect,User Control - Accuracy,Are users allowed to access and correct/update personal data collected?,[ 0 ] - no,0,-1,-1.0,-1.0,False
95,33,coding11_q33,v38_2020.1,singleselect,User Control - Accuracy,Are users allowed to access and correct/update personal data collected?,[ 1 ] - Can access data,1,-1,-1.0,-1.0,False
96,33,coding11_q33,v38_2020.1,singleselect,User Control - Accuracy,Are users allowed to access and correct/update personal data collected?,[ 2 ] - Can access and correct data,2,-1,47347.0,78808.0,False
97,33,coding11_q33,v38_2020.1,singleselect,User Control - Accuracy,Are users allowed to access and correct/update personal data collected?,"[ 3 ] - Can access and correct data, and 3rd parties notified of correction",3,-1,-1.0,-1.0,False
98,34,coding11_q34,v37.2_2020.1,singleselect,User Control - Accuracy,"Can the user request that incorrect data be either rectified, updated, or erased?",[ 0 ] - no,0,-1,-1.0,-1.0,False
99,34,coding11_q34,v37.2_2020.1,singleselect,User Control - Accuracy,"Can the user request that incorrect data be either rectified, updated, or erased?","[ 1 ] - yes, within 30 days [in compliance with GDPR]",1,-1,-1.0,-1.0,False
100,34,coding11_q34,v37.2_2020.1,singleselect,User Control - Accuracy,"Can the user request that incorrect data be either rectified, updated, or erased?","[ 2 ] - yes, no time limit",2,-1,50771.0,39409.0,False
101,34,coding11_q34,v37.2_2020.1,singleselect,User Control - Accuracy,"Can the user request that incorrect data be either rectified, updated, or erased?",[ DND ] - does not disclose,DND,-1,-1.0,-1.0,False
102,35,coding11_q35,v39_2020,singleselect,User Control - User Control,Can user request that information be deleted or anonymized? ,[ 0 ] - no,0,-1,-1.0,-1.0,False
103,35,coding11_q35,v39_2020,singleselect,User Control - User Control,Can user request that information be deleted or anonymized? ,"[ 1 ] - yes (partial) [User can delete/anonymize account, but the company/organization may continue to keep some of the user’s data]",1,-1,289030.0,123861.0,False
104,35,coding11_q35,v39_2020,singleselect,User Control - User Control,Can user request that information be deleted or anonymized? ,[ 2 ] - yes (full) [User can delete account and all of the user’s information is removed from company/organization’s servers/databases.],2,-1,-1.0,-1.0,False
105,36,coding11_q36,v40_2020.1,singleselect,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),[ 0 ] - Company owns data,0,-1,-1.0,-1.0,False
106,36,coding11_q36,v40_2020.1,singleselect,User Control - Ownership,Ownership Rights of User Information Provided (look in terms of use),"[ 1 ] - User owns data, but licenses data to entity in a non-exclusive, royalty-free, form, with no right to compensation for company's use of the data",1,-1,208107.0,207930.0,False
