,Index,Coding Question #,Question Identifier,Question Type,Question Label,Question Text,Question Response,Answer Value,Median Confidence,Median Blur,Median Focus,FMW
42,17,coding10_q17,v3.1_2020.1(8),breakout-option,['[ 8 ] - other [The specified type of collection is not covered by the options here]'],['[ 8 ] - other [The specified type of collection is not covered by the options here]'],SELECT THIS FIELD,1,3.5,0.0,2575.0,False
43,17,coding10_q17,v3.1_2020.1(8),breakout-option,['[ 8 ] - other [The specified type of collection is not covered by the options here]'],['[ 8 ] - other [The specified type of collection is not covered by the options here]'],(unselect),0,4.0,0.0,2731.0,False
44,18,coding10_q18,v3.1_2020.1(9),breakout-option,"['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']","['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']",SELECT THIS FIELD,1,4.0,0.0,3624.0,False
45,18,coding10_q18,v3.1_2020.1(9),breakout-option,"['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']","['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']",(unselect),0,4.0,0.0,10704.0,False
46,19,coding10_q19,v4_2020.1,singleselect,Notice - Type of Data Collected,"Contact Information Collected and Stored? (name, postal address, email address, telephone number…)",[ 0 ] - no,0,-1.0,-1.0,-1.0,False
47,19,coding10_q19,v4_2020.1,singleselect,Notice - Type of Data Collected,"Contact Information Collected and Stored? (name, postal address, email address, telephone number…)",[ 1 ] - yes,1,4.0,0.0,20038.0,False
48,19,coding10_q19,v4_2020.1,singleselect,Notice - Type of Data Collected,"Contact Information Collected and Stored? (name, postal address, email address, telephone number…)",[ DND ] - 'does not disclose',DND,-1.0,-1.0,-1.0,False
49,20,coding10_q20,v5_2020,singleselect,Notice - Type of Data Collected,"Computer Information Collected and Stored? (IP address, browser type, or operating system, personal identifier, brand of computer or phone (if mobile))?",[ 0 ] - no,0,4.0,0.0,21790.0,False
50,20,coding10_q20,v5_2020,singleselect,Notice - Type of Data Collected,"Computer Information Collected and Stored? (IP address, browser type, or operating system, personal identifier, brand of computer or phone (if mobile))?",[ 1 ] - yes,1,5.0,0.0,20510.5,False
51,20,coding10_q20,v5_2020,singleselect,Notice - Type of Data Collected,"Computer Information Collected and Stored? (IP address, browser type, or operating system, personal identifier, brand of computer or phone (if mobile))?",[ DND ] - 'does not disclose',DND,3.0,0.0,10476.0,False
52,21,coding10_q21,v6_2020,singleselect,Notice - Type of Data Collected,"Interactive Information Collected and Stored? (browsing behavior or search history; clickstream data, user online activities)",[ 0 ] - no,0,4.0,0.0,167143.0,False
53,21,coding10_q21,v6_2020,singleselect,Notice - Type of Data Collected,"Interactive Information Collected and Stored? (browsing behavior or search history; clickstream data, user online activities)",[ 1 ] - yes,1,4.0,0.0,15704.0,True
54,21,coding10_q21,v6_2020,singleselect,Notice - Type of Data Collected,"Interactive Information Collected and Stored? (browsing behavior or search history; clickstream data, user online activities)",[ DND ] - 'does not disclose',DND,4.0,0.0,49776.0,False
55,22,coding10_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),[ 0 ] - no,0,4.5,0.0,32135.0,False
56,22,coding10_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),[ 1 ] - yes,1,4.0,0.0,8851.0,False
57,22,coding10_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),"[ . ] - n/a [for cases where there is no opportunity to transact with the firm --e.g., no purchases, paid for subscriptions, or add ons)",.,4.0,364410.0,197299.0,False
58,22,coding10_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),[ DND ] - 'does not disclose',DND,4.0,0.0,39692.0,False
59,23,coding10_q23,v8_2020,singleselect,Notice - Type of Data Collected,"Content Information Collected and Stored? (contents of personal communications (such as communications between the user and the firm; stored documents, media (voice, videos, etc.), incl. photos)",[ 0 ] - no,0,-1.0,-1.0,-1.0,False
60,23,coding10_q23,v8_2020,singleselect,Notice - Type of Data Collected,"Content Information Collected and Stored? (contents of personal communications (such as communications between the user and the firm; stored documents, media (voice, videos, etc.), incl. photos)",[ 1 ] - yes,1,4.0,0.0,32900.0,True
61,23,coding10_q23,v8_2020,singleselect,Notice - Type of Data Collected,"Content Information Collected and Stored? (contents of personal communications (such as communications between the user and the firm; stored documents, media (voice, videos, etc.), incl. photos)",[ DND ] - 'does not disclose',DND,4.0,0.0,32014.0,True
62,24,coding10_q24,v9_2020.1,singleselect,Notice - Type of Data Collected,"Is any sensitive information collected and stored (medical info, race or ethnicity, religious beliefs or affiliation, sexual orientation or behavior, income or financial records, SSN)? (to extent you provide data, they collect)[NOTE: Gender is not sensitive information] [you should mark ""0"" only if the policy explicitly disclaims collection]",[ 0 ] - no,0,4.0,5117.5,15290.5,False
63,24,coding10_q24,v9_2020.1,singleselect,Notice - Type of Data Collected,"Is any sensitive information collected and stored (medical info, race or ethnicity, religious beliefs or affiliation, sexual orientation or behavior, income or financial records, SSN)? (to extent you provide data, they collect)[NOTE: Gender is not sensitive information] [you should mark ""0"" only if the policy explicitly disclaims collection]",[ 1 ] - yes,1,4.0,0.0,12671.0,False
64,24,coding10_q24,v9_2020.1,singleselect,Notice - Type of Data Collected,"Is any sensitive information collected and stored (medical info, race or ethnicity, religious beliefs or affiliation, sexual orientation or behavior, income or financial records, SSN)? (to extent you provide data, they collect)[NOTE: Gender is not sensitive information] [you should mark ""0"" only if the policy explicitly disclaims collection]",[ DND ] - 'does not disclose',DND,4.0,484.0,14547.0,False
65,25,coding10_q25,v10_2020.1,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ 0 ] - no,0,4.0,0.0,30767.0,True
66,25,coding10_q25,v10_2020.1,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ 1 ] - yes,1,4.0,2896.5,14857.5,False
67,25,coding10_q25,v10_2020.1,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ . ] - n/a,.,-1.0,-1.0,-1.0,False
68,25,coding10_q25,v10_2020.1,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ DND ] - does not disclose,DND,3.5,3110.0,20959.0,False
69,26,coding10_q26,v10.1_2020,singleselect,Notice - Type of Data Collected,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",[ 0 ] - no,0,4.0,0.0,34767.0,False
70,26,coding10_q26,v10.1_2020,singleselect,Notice - Type of Data Collected,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",[ 1 ] - yes,1,4.0,0.0,11576.0,False
71,27,coding10_q27,v11_2020.1,singleselect,Notice - Type of Data Collected,"Does the company use cookies and tracking elements?  [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.] (If so, please also highlight text on what type of cookies and tracking elements)",[ 0 ] - no,0,-1.0,-1.0,-1.0,False
72,27,coding10_q27,v11_2020.1,singleselect,Notice - Type of Data Collected,"Does the company use cookies and tracking elements?  [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.] (If so, please also highlight text on what type of cookies and tracking elements)",[ 1 ] - yes,1,4.0,0.0,13777.0,False
73,27,coding10_q27,v11_2020.1,singleselect,Notice - Type of Data Collected,"Does the company use cookies and tracking elements?  [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.] (If so, please also highlight text on what type of cookies and tracking elements)",[ DND ] - 'does not disclose',DND,-1.0,-1.0,-1.0,False
74,28,coding10_q28,v10.2_2020.1,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ 0 ] - no,0,4.0,0.0,11160.0,False
75,28,coding10_q28,v10.2_2020.1,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ 1 ] - yes,1,4.0,0.0,15133.5,False
76,28,coding10_q28,v10.2_2020.1,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ DND ] - 'does not disclose',DND,4.0,4090.0,19371.0,False
77,29,coding10_q29,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 0 ] - no,0,4.0,0.0,12614.5,True
78,29,coding10_q29,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 1 ] - yes,1,4.0,0.0,15701.0,False
79,29,coding10_q29,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ DND ] - 'does not disclose',DND,4.0,0.0,17997.0,False
80,31,coding10_q31,v11.2_2020(0),breakout-option,['[ 0 ] - no collection'],['[ 0 ] - no collection'],SELECT THIS FIELD,1,-1.0,-1.0,-1.0,False
81,31,coding10_q31,v11.2_2020(0),breakout-option,['[ 0 ] - no collection'],['[ 0 ] - no collection'],(unselect),0,4.0,0.0,3847.5,False
82,32,coding10_q32,v11.2_2020(1),breakout-option,['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],SELECT THIS FIELD,1,4.5,0.0,8855.0,False
83,32,coding10_q32,v11.2_2020(1),breakout-option,['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],(unselect),0,4.0,0.0,3822.0,False
84,33,coding10_q33,v11.2_2020(2),breakout-option,['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],SELECT THIS FIELD,1,4.0,0.0,7910.0,False
85,33,coding10_q33,v11.2_2020(2),breakout-option,['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],(unselect),0,4.0,0.0,3542.5,False
86,34,coding10_q34,v11.2_2020(3),breakout-option,['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],SELECT THIS FIELD,1,4.0,0.0,10794.5,False
87,34,coding10_q34,v11.2_2020(3),breakout-option,['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],(unselect),0,4.0,0.0,13577.0,False
88,35,coding10_q35,v11.2_2020(4),breakout-option,['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],SELECT THIS FIELD,1,4.0,0.0,3026.0,False
89,35,coding10_q35,v11.2_2020(4),breakout-option,['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],(unselect),0,4.0,0.0,2753.0,False
90,36,coding10_q36,v11.2_2020(5),breakout-option,"[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]","[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]",SELECT THIS FIELD,1,4.0,0.0,7796.5,False
91,36,coding10_q36,v11.2_2020(5),breakout-option,"[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]","[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]",(unselect),0,4.0,0.0,13204.5,False
92,37,coding10_q37,v12_2020.1,singleselect,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",[ 0 ] - no,0,4.0,0.0,41455.0,True
