,Index,Coding Question #,Question Identifier,Question Type,Question Label,Question Text,Question Response,Answer Value,Median Confidence,Median Blur,Median Focus,FMW
10,2,coding9_q2,v1_2020,singleselect,Notice of Contract - PP Accessibility on Site,Privacy Policy (PP) is accessible through a direct link from the homepage? [this measures what any user would see on the landig page; it measures visibility without registration or when registration is not an option],[ 0 ] - no,0,3.5,44905.5,7190.5,False
11,2,coding9_q2,v1_2020,singleselect,Notice of Contract - PP Accessibility on Site,Privacy Policy (PP) is accessible through a direct link from the homepage? [this measures what any user would see on the landig page; it measures visibility without registration or when registration is not an option],[ 1 ] - yes,1,5.0,0.0,6133.5,True
12,3,coding9_q3,v2.1_2020,singleselect,Notice of Contract - Salience of Consent to Cookies,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box) to cookies and trackers when on the company's website?",[ 0 ] - no,0,4.0,0.0,7121.0,True
13,3,coding9_q3,v2.1_2020,singleselect,Notice of Contract - Salience of Consent to Cookies,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box) to cookies and trackers when on the company's website?",[ 1 ] - yes,1,4.0,0.0,6444.0,False
14,3,coding9_q3,v2.1_2020,singleselect,Notice of Contract - Salience of Consent to Cookies,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box) to cookies and trackers when on the company's website?",[ 2 ] - other,2,-1.0,0.0,1546.0,False
15,4,coding9_q4,v2.2_2020,singleselect,Notice of Contract- Salience of Consent to Communications and Marketing,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to receiving communications and marketing when on the company's website? (e.g., emails from the firm with promotions, etc.)",[ 0 ] - no,0,4.0,0.0,5640.0,True
16,4,coding9_q4,v2.2_2020,singleselect,Notice of Contract- Salience of Consent to Communications and Marketing,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to receiving communications and marketing when on the company's website? (e.g., emails from the firm with promotions, etc.)",[ 1 ] - yes,1,2.5,814.5,8912.0,False
17,4,coding9_q4,v2.2_2020,singleselect,Notice of Contract- Salience of Consent to Communications and Marketing,"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to receiving communications and marketing when on the company's website? (e.g., emails from the firm with promotions, etc.)",[ 2 ] - other,2,3.0,0.0,9129.0,False
18,5,coding9_q5,v2.3_2020,singleselect,Notice of Contract- Salience of Consent to processing personal information (PII),"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to the collection and processing of their information? [usually in the form of a pop up window when the user is about to register for the first time]. Try using incognito window. ",[ 0 ] - no,0,4.0,0.0,6759.0,False
19,5,coding9_q5,v2.3_2020,singleselect,Notice of Contract- Salience of Consent to processing personal information (PII),"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to the collection and processing of their information? [usually in the form of a pop up window when the user is about to register for the first time]. Try using incognito window. ",[ 1 ] - yes,1,2.5,17942.0,13495.0,True
20,5,coding9_q5,v2.3_2020,singleselect,Notice of Contract- Salience of Consent to processing personal information (PII),"Are users asked to manifest unambiguous consent (such as clicking in a non-pre checked ""I agree"" box during a visit to the site) to the collection and processing of their information? [usually in the form of a pop up window when the user is about to register for the first time]. Try using incognito window. ",[ 2 ] - other,2,4.0,0.0,28443.0,False
21,6,coding9_q6,v2.4_2020,singleselect,Notice - Withdrawal of Consent (GDPR),"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",[ 0 ] - no,0,4.0,5168.0,30255.0,True
22,6,coding9_q6,v2.4_2020,singleselect,Notice - Withdrawal of Consent (GDPR),"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")","[ 1 ] - yes, and the clause provides an existence of the right and a summary of what that right involves",1,4.0,45971.5,52939.5,False
23,6,coding9_q6,v2.4_2020,singleselect,Notice - Withdrawal of Consent (GDPR),"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")","[ 2 ] - yes, but the clause offers only incomplete information about the right (e.g., by giving no detail about what that right involves, or it tells consumers they can withdraw consent but does not explain how to exercise it)",2,3.0,25244.0,18483.0,True
24,7,coding9_q7,v3_2020,singleselect,Notice - Access,"Is there layered notice or short notice? (i.e., are the key PP terms giving users the gist of the contract summarized on top of the document or somewhere noticeable? Table of Contents does not qualify)",[ 0 ] - no,0,4.0,0.0,11536.5,False
25,7,coding9_q7,v3_2020,singleselect,Notice - Access,"Is there layered notice or short notice? (i.e., are the key PP terms giving users the gist of the contract summarized on top of the document or somewhere noticeable? Table of Contents does not qualify)",[ 1 ] - yes,1,3.0,0.0,14665.5,True
26,9,coding9_q9,v3.1_2020(0),breakout-option,['[ 0 ] - no collection'],['[ 0 ] - no collection'],SELECT THIS FIELD,1,-1.0,-1.0,-1.0,False
27,9,coding9_q9,v3.1_2020(0),breakout-option,['[ 0 ] - no collection'],['[ 0 ] - no collection'],(unselect),0,5.0,0.0,3628.0,False
28,10,coding9_q10,v3.1_2020(1),breakout-option,['[ 1 ] - Collect on website [The company/organization collects user information directly on the website.]'],['[ 1 ] - Collect on website [The company/organization collects user information directly on the website.]'],SELECT THIS FIELD,1,4.0,0.0,14828.0,False
29,10,coding9_q10,v3.1_2020(1),breakout-option,['[ 1 ] - Collect on website [The company/organization collects user information directly on the website.]'],['[ 1 ] - Collect on website [The company/organization collects user information directly on the website.]'],(unselect),0,4.0,0.0,27697.0,False
30,11,coding9_q11,v3.1_2020(2),breakout-option,['[ 2 ] - Collect in mobile app [The company/organization has a mobile app and it collects user information through that platform.]'],['[ 2 ] - Collect in mobile app [The company/organization has a mobile app and it collects user information through that platform.]'],SELECT THIS FIELD,1,4.0,0.0,8900.0,False
31,11,coding9_q11,v3.1_2020(2),breakout-option,['[ 2 ] - Collect in mobile app [The company/organization has a mobile app and it collects user information through that platform.]'],['[ 2 ] - Collect in mobile app [The company/organization has a mobile app and it collects user information through that platform.]'],(unselect),0,4.0,0.0,9675.0,False
32,12,coding9_q12,v3.1_2020(3),breakout-option,['[ 3 ] - Collect on mobile website [The company/organization has a mobile version of its website through which it collects user information. This value is only needed if the policy explicitly distinguishes between its normal and mobile websites.]'],['[ 3 ] - Collect on mobile website [The company/organization has a mobile version of its website through which it collects user information. This value is only needed if the policy explicitly distinguishes between its normal and mobile websites.]'],SELECT THIS FIELD,1,4.0,0.0,7754.0,False
33,12,coding9_q12,v3.1_2020(3),breakout-option,['[ 3 ] - Collect on mobile website [The company/organization has a mobile version of its website through which it collects user information. This value is only needed if the policy explicitly distinguishes between its normal and mobile websites.]'],['[ 3 ] - Collect on mobile website [The company/organization has a mobile version of its website through which it collects user information. This value is only needed if the policy explicitly distinguishes between its normal and mobile websites.]'],(unselect),0,4.0,0.0,4140.5,False
34,13,coding9_q13,v3.1_2020(4),breakout-option,"['[ 4 ] - Collect from user on other websites  [This company/organization (the first party) has a widget or element on other websites, in which the user can explicitly provide data to the first party while being on the other website. For example, Facebook users can comment on news or other content on different websites and Facebook collects that data.']","['[ 4 ] - Collect from user on other websites  [This company/organization (the first party) has a widget or element on other websites, in which the user can explicitly provide data to the first party while being on the other website. For example, Facebook users can comment on news or other content on different websites and Facebook collects that data.']",SELECT THIS FIELD,1,4.0,0.0,17900.5,False
35,13,coding9_q13,v3.1_2020(4),breakout-option,"['[ 4 ] - Collect from user on other websites  [This company/organization (the first party) has a widget or element on other websites, in which the user can explicitly provide data to the first party while being on the other website. For example, Facebook users can comment on news or other content on different websites and Facebook collects that data.']","['[ 4 ] - Collect from user on other websites  [This company/organization (the first party) has a widget or element on other websites, in which the user can explicitly provide data to the first party while being on the other website. For example, Facebook users can comment on news or other content on different websites and Facebook collects that data.']",(unselect),0,4.0,0.0,4782.0,False
36,14,coding9_q14,v3.1_2020(5),breakout-option,"['[ 5 ] - Receive from other parts of company/affiliates [The company/organization is part of a family of companies/organizations or has subsidiaries (e.g., physical store, other websites that belong to same company). It receives user information from those other units.]']","['[ 5 ] - Receive from other parts of company/affiliates [The company/organization is part of a family of companies/organizations or has subsidiaries (e.g., physical store, other websites that belong to same company). It receives user information from those other units.]']",SELECT THIS FIELD,1,4.0,0.0,8001.0,False
37,14,coding9_q14,v3.1_2020(5),breakout-option,"['[ 5 ] - Receive from other parts of company/affiliates [The company/organization is part of a family of companies/organizations or has subsidiaries (e.g., physical store, other websites that belong to same company). It receives user information from those other units.]']","['[ 5 ] - Receive from other parts of company/affiliates [The company/organization is part of a family of companies/organizations or has subsidiaries (e.g., physical store, other websites that belong to same company). It receives user information from those other units.]']",(unselect),0,4.0,0.0,5074.0,False
38,15,coding9_q15,v3.1_2020(6),breakout-option,"['[ 6 ] - Receive from other service/third-party (unnamed). [ The company/organization receives user information from an unnamed third-party (e.g., the policy just speaks of “data brokers” or ""partners"" in the abstract).]']","['[ 6 ] - Receive from other service/third-party (unnamed). [ The company/organization receives user information from an unnamed third-party (e.g., the policy just speaks of “data brokers” or ""partners"" in the abstract).]']",SELECT THIS FIELD,1,4.0,0.0,20060.0,False
39,15,coding9_q15,v3.1_2020(6),breakout-option,"['[ 6 ] - Receive from other service/third-party (unnamed). [ The company/organization receives user information from an unnamed third-party (e.g., the policy just speaks of “data brokers” or ""partners"" in the abstract).]']","['[ 6 ] - Receive from other service/third-party (unnamed). [ The company/organization receives user information from an unnamed third-party (e.g., the policy just speaks of “data brokers” or ""partners"" in the abstract).]']",(unselect),0,4.0,0.0,5403.0,False
40,16,coding9_q16,v3.1_2020(7),breakout-option,"['[ 7 ] - Receive from other service/third-party (named) [The company/organization acquires user information from a third party that is explicitly named (e.g., Facebook when the user signs in using Facebook account; or a specific ""partner"")]']","['[ 7 ] - Receive from other service/third-party (named) [The company/organization acquires user information from a third party that is explicitly named (e.g., Facebook when the user signs in using Facebook account; or a specific ""partner"")]']",SELECT THIS FIELD,1,4.0,0.0,9649.0,False
41,16,coding9_q16,v3.1_2020(7),breakout-option,"['[ 7 ] - Receive from other service/third-party (named) [The company/organization acquires user information from a third party that is explicitly named (e.g., Facebook when the user signs in using Facebook account; or a specific ""partner"")]']","['[ 7 ] - Receive from other service/third-party (named) [The company/organization acquires user information from a third party that is explicitly named (e.g., Facebook when the user signs in using Facebook account; or a specific ""partner"")]']",(unselect),0,4.0,0.0,2865.5,False
42,17,coding9_q17,v3.1_2020(8),breakout-option,['[ 8 ] - other [The specified type of collection is not covered by the options here]'],['[ 8 ] - other [The specified type of collection is not covered by the options here]'],SELECT THIS FIELD,1,4.0,0.0,11454.0,False
43,17,coding9_q17,v3.1_2020(8),breakout-option,['[ 8 ] - other [The specified type of collection is not covered by the options here]'],['[ 8 ] - other [The specified type of collection is not covered by the options here]'],(unselect),0,4.0,0.0,3214.5,False
44,18,coding9_q18,v3.1_2020(9),breakout-option,"['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']","['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']",SELECT THIS FIELD,1,4.0,0.0,6908.0,False
45,18,coding9_q18,v3.1_2020(9),breakout-option,"['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']","['[ 9 ] - Track user on other websites [The company/organization tracks its users’ activities when they visit other websites, typically without the user being aware of it.]']",(unselect),0,4.0,0.0,7597.0,False
46,19,coding9_q19,v4_2020,singleselect,Notice - Type of Data Collected,"Contact Information Collected and Stored? (name, postal address, email address, telephone number…)",[ 0 ] - no,0,-1.0,-1.0,-1.0,False
47,19,coding9_q19,v4_2020,singleselect,Notice - Type of Data Collected,"Contact Information Collected and Stored? (name, postal address, email address, telephone number…)",[ 1 ] - yes,1,4.0,0.0,21983.0,True
48,19,coding9_q19,v4_2020,singleselect,Notice - Type of Data Collected,"Contact Information Collected and Stored? (name, postal address, email address, telephone number…)",[ DND ] - 'does not disclose',DND,3.5,0.0,17901.0,False
49,20,coding9_q20,v5_2020,singleselect,Notice - Type of Data Collected,"Computer Information Collected and Stored? (IP address, browser type, or operating system, personal identifier, brand of computer or phone (if mobile))?",[ 0 ] - no,0,-1.0,-1.0,-1.0,False
50,20,coding9_q20,v5_2020,singleselect,Notice - Type of Data Collected,"Computer Information Collected and Stored? (IP address, browser type, or operating system, personal identifier, brand of computer or phone (if mobile))?",[ 1 ] - yes,1,4.0,0.0,15743.0,True
51,20,coding9_q20,v5_2020,singleselect,Notice - Type of Data Collected,"Computer Information Collected and Stored? (IP address, browser type, or operating system, personal identifier, brand of computer or phone (if mobile))?",[ DND ] - 'does not disclose',DND,4.0,14233.5,33645.0,False
52,21,coding9_q21,v6_2020,singleselect,Notice - Type of Data Collected,"Interactive Information Collected and Stored? (browsing behavior or search history; clickstream data, user online activities)",[ 0 ] - no,0,-1.0,-1.0,-1.0,False
53,21,coding9_q21,v6_2020,singleselect,Notice - Type of Data Collected,"Interactive Information Collected and Stored? (browsing behavior or search history; clickstream data, user online activities)",[ 1 ] - yes,1,4.0,0.0,13330.0,True
54,21,coding9_q21,v6_2020,singleselect,Notice - Type of Data Collected,"Interactive Information Collected and Stored? (browsing behavior or search history; clickstream data, user online activities)",[ DND ] - 'does not disclose',DND,4.0,0.0,23502.0,False
55,22,coding9_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),[ 0 ] - no,0,4.0,0.0,13031.0,True
56,22,coding9_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),[ 1 ] - yes,1,4.0,0.0,22914.0,True
57,22,coding9_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),"[ . ] - n/a [for cases where there is no opportunity to transact with the firm --e.g., no purchases, paid for subscriptions, or add ons)",.,4.0,0.0,7449.0,False
58,22,coding9_q22,v7_2020,singleselect,Notice - Type of Data Collected,Financial Information Collected and Stored? (account status or activity; credit information; or purchase history),[ DND ] - 'does not disclose',DND,4.0,0.0,10317.0,False
59,23,coding9_q23,v8_2020,singleselect,Notice - Type of Data Collected,"Content Information Collected and Stored? (contents of personal communications (such as communications between the user and the firm; stored documents, media (voice, videos, etc.), incl. photos)",[ 0 ] - no,0,3.0,45952.0,60408.0,False
60,23,coding9_q23,v8_2020,singleselect,Notice - Type of Data Collected,"Content Information Collected and Stored? (contents of personal communications (such as communications between the user and the firm; stored documents, media (voice, videos, etc.), incl. photos)",[ 1 ] - yes,1,4.0,0.0,19642.0,True
61,23,coding9_q23,v8_2020,singleselect,Notice - Type of Data Collected,"Content Information Collected and Stored? (contents of personal communications (such as communications between the user and the firm; stored documents, media (voice, videos, etc.), incl. photos)",[ DND ] - 'does not disclose',DND,4.0,0.0,9633.0,False
62,24,coding9_q24,v9_2020,singleselect,Notice - Type of Data Collected,"Is any sensitive information collected and stored (medical info, race or ethnicity, religious beliefs or affiliation, sexual orientation or behavior, income or financial records, SSN)? (to extent you provide data, they collect)[NOTE: Gender is not sensitive information] [you should mark ""0"" only if the policy explicitly disclaims collection]",[ 0 ] - no,0,4.0,0.0,17712.0,True
63,24,coding9_q24,v9_2020,singleselect,Notice - Type of Data Collected,"Is any sensitive information collected and stored (medical info, race or ethnicity, religious beliefs or affiliation, sexual orientation or behavior, income or financial records, SSN)? (to extent you provide data, they collect)[NOTE: Gender is not sensitive information] [you should mark ""0"" only if the policy explicitly disclaims collection]",[ 1 ] - yes,1,4.0,0.0,12982.0,True
64,24,coding9_q24,v9_2020,singleselect,Notice - Type of Data Collected,"Is any sensitive information collected and stored (medical info, race or ethnicity, religious beliefs or affiliation, sexual orientation or behavior, income or financial records, SSN)? (to extent you provide data, they collect)[NOTE: Gender is not sensitive information] [you should mark ""0"" only if the policy explicitly disclaims collection]",[ DND ] - 'does not disclose',DND,4.0,0.0,10417.0,True
65,25,coding9_q25,v10_2020,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ 0 ] - no,0,3.0,0.0,15754.5,False
66,25,coding9_q25,v10_2020,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ 1 ] - yes,1,4.0,0.0,11968.5,True
67,25,coding9_q25,v10_2020,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ . ] - n/a,.,4.0,0.0,1732.0,False
68,25,coding9_q25,v10_2020,singleselect,Notice - Type of Data Collected,"Geolocation information is collected and stored, including from bluetooth? (IP address does not count)",[ DND ] - does not disclose,DND,4.0,0.0,12449.5,True
69,26,coding9_q26,v10.1_2020,singleselect,Notice - Type of Data Collected,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",[ 0 ] - no,0,4.0,0.0,20050.5,False
70,26,coding9_q26,v10.1_2020,singleselect,Notice - Type of Data Collected,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",[ 1 ] - yes,1,4.0,0.0,14053.0,False
71,27,coding9_q27,v11_2020,singleselect,Notice - Type of Data Collected,"Does the company use cookies and tracking elements?  [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.] (If so, please also highlight text on what type of cookies and tracking elements)",[ 0 ] - no,0,-1.0,-1.0,-1.0,False
72,27,coding9_q27,v11_2020,singleselect,Notice - Type of Data Collected,"Does the company use cookies and tracking elements?  [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.] (If so, please also highlight text on what type of cookies and tracking elements)",[ 1 ] - yes,1,4.0,0.0,10473.0,False
73,27,coding9_q27,v11_2020,singleselect,Notice - Type of Data Collected,"Does the company use cookies and tracking elements?  [Identifiers locally stored on user's device by the company/organization or third-parties including cookies, beacons, or similar that are commonly used to uniquely identify users, but that are not essential to establish a connection with the user’s device or to provide a service.] (If so, please also highlight text on what type of cookies and tracking elements)",[ DND ] - 'does not disclose',DND,4.0,0.0,29336.0,False
74,28,coding9_q28,v10.2_2020,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ 0 ] - no,0,4.0,3535.0,17158.0,True
75,28,coding9_q28,v10.2_2020,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ 1 ] - yes,1,4.0,0.0,17961.5,True
76,28,coding9_q28,v10.2_2020,singleselect,Notice - Type of Data Collected,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",[ DND ] - 'does not disclose',DND,4.0,0.0,12192.5,False
77,29,coding9_q29,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 0 ] - no,0,4.0,0.0,8913.0,True
78,29,coding9_q29,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ 1 ] - yes,1,3.0,0.0,8891.0,True
79,29,coding9_q29,v11.1_2020,singleselect,Notice - Type of Data Collected,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",[ DND ] - 'does not disclose',DND,4.0,0.0,11649.5,True
80,31,coding9_q31,v11.2_2020(0),breakout-option,['[ 0 ] - no collection'],['[ 0 ] - no collection'],SELECT THIS FIELD,1,-1.0,-1.0,-1.0,False
81,31,coding9_q31,v11.2_2020(0),breakout-option,['[ 0 ] - no collection'],['[ 0 ] - no collection'],(unselect),0,4.0,0.0,3836.5,False
82,32,coding9_q32,v11.2_2020(1),breakout-option,['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],SELECT THIS FIELD,1,4.0,0.0,5282.5,False
83,32,coding9_q32,v11.2_2020(1),breakout-option,['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],['[ 1 ] - user without an account [This data practice specifically applies to users that do not have an account or are not registered with the website or mobile app.]'],(unselect),0,4.0,0.0,6444.0,False
84,33,coding9_q33,v11.2_2020(2),breakout-option,['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],SELECT THIS FIELD,1,4.0,0.0,5168.0,False
85,33,coding9_q33,v11.2_2020(2),breakout-option,['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],['[ 2 ] - user with an account [This data practice specifically applies to users with an account or who are registered with the website or mobile app.]'],(unselect),0,4.0,0.0,3509.0,False
86,34,coding9_q34,v11.2_2020(3),breakout-option,['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],SELECT THIS FIELD,1,4.0,0.0,9944.0,False
87,34,coding9_q34,v11.2_2020(3),breakout-option,['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],['[ 3 ] - all users regardless of subscription (or at least some non subscribers) [Use this attribute if the practice applies specifically to users with or without an account]'],(unselect),0,3.0,0.0,17237.0,False
88,35,coding9_q35,v11.2_2020(4),breakout-option,['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],SELECT THIS FIELD,1,3.0,0.0,5095.0,False
89,35,coding9_q35,v11.2_2020(4),breakout-option,['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],['[ 4 ] - other [This data practice applies to a specific user type not covered by the options above.]'],(unselect),0,4.0,0.0,3075.5,False
90,36,coding9_q36,v11.2_2020(5),breakout-option,"[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]","[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]",SELECT THIS FIELD,1,4.0,0.0,8045.5,False
91,36,coding9_q36,v11.2_2020(5),breakout-option,"[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]","[""[ 5 ] unspecified [it doesn't specify whether this practice applies to users with or without an account]""]",(unselect),0,4.0,0.0,5080.5,False
92,37,coding9_q37,v12_2020,singleselect,Notice - Use of Data,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",[ 0 ] - no,0,4.0,0.0,35303.5,True
